latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
29.35788,79.62278,333.15,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,302.17,29.95,D,0
29.35676,79.61452,340.76,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,307.56,29.01,D,0
29.36069,79.61774,367,0.41,0.37,2016-04-24,0756,N,VIIRS,h,2,328.58,29.01,D,0
29.36126,79.62192,347.42,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,315.27,29.95,D,0
29.36409,79.61697,332.53,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,299.87,1.97,D,0
29.31911,79.28947,333.9,0.4,0.37,2016-04-24,0756,N,VIIRS,l,2,307.22,3.22,D,0
29.34911,79.45652,338.96,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,304.73,4.21,D,0
29.34624,79.38513,334.6,0.41,0.37,2016-04-24,0756,N,VIIRS,l,2,306.05,4.31,D,0
29.38117,79.56279,334.98,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,304.19,3.16,D,0
29.38056,79.5584,333.69,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,304.6,3.16,D,0
29.38458,79.56213,338.49,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,301.64,2.71,D,0
29.38397,79.55775,332.25,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,300.49,2.71,D,0
29.39205,79.59103,354.25,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,305.54,12.02,D,0
29.39148,79.58688,347.44,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,302.32,7.83,D,0
29.38445,79.53584,342.08,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,306.73,4.01,D,0
29.42181,79.52984,352.89,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,309.88,13.91,D,0
29.42129,79.526,350.44,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,306.89,13.91,D,0
29.41851,79.50551,330.41,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,299.94,3.32,D,0
29.42469,79.52531,337.22,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,304.82,5.44,D,0
29.40438,79.37632,346.79,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,310.12,6.95,D,0
29.41163,79.35311,331.71,0.41,0.37,2016-04-24,0756,N,VIIRS,l,2,305.39,1.99,D,0
29.48611,79.43858,339.17,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,305.98,5.05,D,0
29.48552,79.43432,351.42,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,318.57,33.04,D,0
29.48572,79.43916,333.86,0.41,0.37,2016-04-24,0756,N,VIIRS,l,2,305.2,3.16,D,0
29.48514,79.43488,350.9,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,320.47,26.47,D,0
29.48858,79.43457,346.75,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,312.29,26.47,D,0
29.54559,79.64989,344.9,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,312.54,3.13,D,0
29.52773,79.44033,346.83,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,313.16,4.74,D,0
29.52661,79.40652,336.44,0.41,0.37,2016-04-24,0756,N,VIIRS,l,2,309.4,2,D,0
29.526,79.40208,343.64,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,310.8,2.8,D,0
29.52013,79.35913,341.6,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,307.12,2.99,D,0
29.51959,79.35527,334.3,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,307,2.99,D,0
29.52354,79.35864,332.78,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,304.31,2.61,D,0
29.53654,79.25114,333.21,0.4,0.37,2016-04-24,0756,N,VIIRS,l,2,306.01,2.83,D,0
29.54678,79.30001,346.18,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,308.22,9.58,D,0
29.54619,79.29576,336.66,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,305.64,4.94,D,0
29.54169,79.26315,346.87,0.4,0.37,2016-04-24,0756,N,VIIRS,n,2,308.35,5.83,D,0
29.54963,79.29549,345.63,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,308.47,5.44,D,0
29.58215,79.25138,353.91,0.4,0.37,2016-04-24,0756,N,VIIRS,n,2,311,6.18,D,0
29.58607,79.25464,338.45,0.4,0.37,2016-04-24,0756,N,VIIRS,n,2,306.21,6.18,D,0
29.58552,79.25057,335.11,0.4,0.37,2016-04-24,0756,N,VIIRS,n,2,306.71,6.18,D,0
29.72195,79.61028,339.56,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,307.15,4.06,D,0
29.7243,79.61062,343.79,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,311.39,6.21,D,0
29.72948,79.46646,348.89,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,317.72,12.78,D,0
29.73222,79.33258,337.27,0.41,0.37,2016-04-24,0756,N,VIIRS,l,2,309.83,4.17,D,0
29.73106,79.32406,337.18,0.41,0.37,2016-04-24,0756,N,VIIRS,l,2,310.78,1.39,D,0
29.73494,79.3015,340.22,0.41,0.37,2016-04-24,0756,N,VIIRS,n,2,312.53,3.84,D,0
29.61319,79.26815,309.28,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,287.12,1.16,N,0
29.59333,79.26063,325.04,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,288.59,1.95,N,0
29.59395,79.25626,310.43,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,287.36,1.7,N,0
29.58997,79.25975,321.72,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,289.07,1.95,N,0
29.59118,79.25121,303.93,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,286.57,1.7,N,0
29.35312,79.62157,303.69,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,289,0.87,N,0
29.35254,79.6256,303.99,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,289.58,1.04,N,0
29.33424,79.72729,322.18,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.61,2.23,N,0
29.3504,79.61657,306.53,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,290.1,0.87,N,0
29.33961,79.69057,305.4,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,287.46,0.63,N,0
29.34708,79.61566,302.87,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,289.15,0.61,N,0
29.32192,79.74093,344.29,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,292.68,2.14,N,0
29.32136,79.74477,338.51,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,292.52,6.01,N,0
29.31915,79.73637,301.21,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,289.4,2.14,N,0
29.31857,79.74031,304.12,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,289.22,2.14,N,0
29.31465,79.74354,300.07,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,287.93,0.49,N,0
29.54683,79.29369,299.61,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,272.48,0.76,N,0
29.7322,79.3394,299,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,281.5,0.83,N,0
29.36824,79.61253,306.75,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,286.19,1.62,N,0
29.35395,79.71029,299.71,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,287.13,1.06,N,0
29.35335,79.71442,309.06,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,286.67,1.06,N,0
29.36489,79.61179,324.28,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,287.74,1.62,N,0
29.35063,79.70947,321.44,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,289.25,1.06,N,0
29.40514,79.3338,304.67,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,293.61,0.53,N,0
29.37275,79.55788,300.28,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,285.43,0.47,N,0
29.36311,79.62407,298.09,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,285.78,0.92,N,0
29.35002,79.71364,308.85,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.06,1.06,N,0
29.40299,79.32451,312.65,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,295.07,1.45,N,0
29.36156,79.61099,303.45,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,286.98,0.9,N,0
29.34716,79.44746,305.62,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.16,0.72,N,0
29.3448,79.46387,298.52,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,286.54,0.28,N,0
29.34422,79.46796,299.33,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,287.54,0.28,N,0
29.30521,79.73744,304.45,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.56,0.97,N,0
29.32432,79.58202,312.02,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.56,1.01,N,0
29.32416,79.53508,302.56,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,291.23,1.58,N,0
29.32354,79.53944,310.8,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,291.64,1.58,N,0
29.3202,79.5386,329.83,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,292.77,1.58,N,0
29.31957,79.54299,311.66,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,291.94,1.16,N,0
29.31625,79.54205,306.94,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,290.87,0.69,N,0
29.33297,79.40105,305.02,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,295,0.97,N,0
29.30896,79.54453,315.65,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,291.53,1.55,N,0
29.30836,79.5487,313.55,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,292.12,1.38,N,0
29.30049,79.55526,302.15,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,291.65,0.46,N,0
29.29992,79.5592,304.99,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,290.99,0.46,N,0
29.2914,79.5704,318.07,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,293.79,1.31,N,0
29.29082,79.5745,310.2,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,291.53,1.31,N,0
29.28801,79.57,316.24,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,293.16,1.31,N,0
29.27086,79.68925,309.77,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,283.56,0.98,N,0
29.27026,79.69343,310.67,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,287.81,1.38,N,0
29.7362,79.33582,298.05,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,280.95,0.46,N,0
29.26967,79.69759,312.27,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.42,1.38,N,0
29.29512,79.49638,305.4,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,290.83,1.37,N,0
29.2675,79.6887,298.29,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,281.08,0.95,N,0
29.2669,79.69289,315.08,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,285.13,1.06,N,0
29.26629,79.69712,312.55,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,284.85,1.06,N,0
29.29118,79.49972,333.44,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,293.29,1.37,N,0
29.29177,79.49554,303.49,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,290.44,1.37,N,0
29.26354,79.69232,297.97,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,280.82,1.06,N,0
29.29101,79.49706,326.74,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,292.65,2.21,N,0
29.2904,79.50124,319.09,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,291.87,2.21,N,0
29.26136,79.62937,299.24,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,275.31,0.54,N,0
29.27066,79.51804,318.41,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,294.46,1.43,N,0
29.26396,79.51656,312.15,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,295.39,2.03,N,0
29.26152,79.41353,304.78,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,290.21,0.38,N,0
29.50946,79.50866,305.04,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,284.55,1.81,N,0
29.53836,79.27968,303.08,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,277.98,0.9,N,0
29.53829,79.28157,311.28,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,277,1.62,N,0
29.53808,79.2589,300.2,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,277.51,0.68,N,0
29.50545,79.50935,299.92,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,284.3,0.76,N,0
29.50531,79.3415,300.49,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,263.52,0.32,N,0
29.49083,79.41827,302.44,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,280.99,1.21,N,0
29.54117,79.28442,310.31,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,272.72,0.97,N,0
29.54179,79.27996,299.71,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,276.61,0.9,N,0
29.54523,79.28024,297.69,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,274.96,0.52,N,0
29.48348,79.42116,299.12,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,281.87,0.47,N,0
29.49898,79.28848,300.15,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,271.56,1.32,N,0
29.49154,79.29185,295.33,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,274.52,0.84,N,0
29.42068,79.59316,300.38,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,283.8,0.66,N,0
29.42713,79.49989,302.93,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,282.94,1.03,N,0
29.4189,79.53342,312.03,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,282.62,1.59,N,0
29.41829,79.53764,296.54,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,280.56,0.54,N,0
29.39509,79.5788,317.58,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.06,1.7,N,0
29.35586,79.62646,305.89,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.06,1.09,N,0
29.34091,79.72879,302.22,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,285.04,0.57,N,0
29.33757,79.72804,329.67,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.79,2.23,N,0
29.39174,79.578,317.42,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,288.76,1.98,N,0
29.38666,79.58929,295.64,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,283.6,0.36,N,0
29.38539,79.58975,295.89,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,283.15,0.52,N,0
29.38416,79.59816,296.88,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,281.9,0.47,N,0
29.39268,79.51586,303.95,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,284.2,0.42,N,0
29.38792,79.54859,307.31,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,287.05,1.14,N,0
29.38733,79.55266,310.3,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,287.89,1.14,N,0
29.39395,79.4831,334.67,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,284.82,1.47,N,0
29.39339,79.48704,305.69,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,280.8,1.47,N,0
29.39224,79.49498,309.53,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,284.64,1.09,N,0
29.39063,79.48218,295.38,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,281.94,1.47,N,0
29.39006,79.48613,305.29,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,283.08,1.47,N,0
29.38948,79.49016,319.81,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,286.45,1.09,N,0
29.38889,79.49427,304.06,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,285.72,1.09,N,0
29.40132,79.3845,305.09,0.4,0.37,2016-04-24,2021,N,VIIRS,n,2,291.47,1.39,N,0
29.54584,79.2758,306.37,0.41,0.37,2016-04-24,2021,N,VIIRS,n,2,277.39,0.52,N,0
29.26896,79.56002,357.07,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,319.88,16.85,D,0
29.26544,79.69257,335.96,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,309.65,3.03,D,0
29.25826,79.62903,335.98,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,310.87,1.61,D,0
29.27043,79.692,337.01,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,309.39,3.82,D,0
29.25956,79.62965,346.95,0.42,0.38,2016-04-25,0737,N,VIIRS,n,2,315.53,5.17,D,0
29.27303,79.68643,341.2,0.42,0.38,2016-04-25,0737,N,VIIRS,n,2,307.06,4.44,D,0
29.28654,79.72332,336.2,0.42,0.38,2016-04-25,0737,N,VIIRS,n,2,306.71,2.48,D,0
29.26546,79.56055,343.86,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,311.62,16.85,D,0
29.30084,79.70277,343.45,0.42,0.38,2016-04-25,0737,N,VIIRS,n,2,311.09,6.47,D,0
29.31718,79.73555,331.91,0.42,0.38,2016-04-25,0737,N,VIIRS,n,2,305.98,2.4,D,0
29.32547,79.74236,333.6,0.42,0.38,2016-04-25,0737,N,VIIRS,n,2,306.8,2.89,D,0
29.29724,79.55755,342.3,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,313.16,5.03,D,0
29.33449,79.73269,338.42,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,306.94,6.07,D,0
29.29475,79.50163,333.57,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,304.51,3.38,D,0
29.29396,79.49707,341.99,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,308.81,5.1,D,0
29.30541,79.54255,347.25,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,314.84,8.78,D,0
29.29746,79.49651,340.73,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,307.4,4.2,D,0
29.34142,79.73161,333.54,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,305.39,3.72,D,0
29.3407,79.72736,337.49,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,305.69,3.72,D,0
29.26231,79.2524,338.64,0.44,0.38,2016-04-25,0737,N,VIIRS,l,2,312.2,8.46,D,0
29.31509,79.53622,355.72,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,316.05,12.07,D,0
29.34794,79.70716,331.61,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,306.17,5.12,D,0
29.31945,79.54073,343.27,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,313.65,9.99,D,0
29.3186,79.53574,354.67,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,319.16,22.93,D,0
29.35639,79.71499,331.85,0.42,0.38,2016-04-25,0737,N,VIIRS,n,2,302.17,1.8,D,0
29.35178,79.62506,332.2,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,305.3,4.66,D,0
29.35102,79.62061,345.36,0.42,0.38,2016-04-25,0737,N,VIIRS,n,2,308.53,7.79,D,0
29.37855,79.56251,330.33,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,303.72,4.6,D,0
29.39021,79.54708,332.23,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,301.05,5.32,D,0
29.38643,79.52532,335.16,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,300.88,5.2,D,0
29.38993,79.5248,336.89,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,298.62,3.53,D,0
29.39566,79.53721,330.6,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,297.3,4.16,D,0
29.39265,79.51978,334.21,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,300.07,3.53,D,0
29.39183,79.51504,333.48,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,298.38,4.29,D,0
29.39794,79.50894,336.58,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,293.11,5.15,D,0
29.41052,79.5195,338.93,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,292.05,4.13,D,0
29.41477,79.52334,330.46,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,287.89,6.59,D,0
29.41396,79.51862,335.19,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,289.16,4.13,D,0
29.49129,79.2544,342.83,0.44,0.38,2016-04-25,0737,N,VIIRS,l,2,302.57,11.14,D,0
29.49483,79.25394,337.32,0.44,0.38,2016-04-25,0737,N,VIIRS,n,2,308.46,9.46,D,0
29.56482,79.27828,337.63,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,309.95,5.08,D,0
29.58808,79.26659,334.43,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,304.37,2.14,D,0
29.58723,79.26168,344.77,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,307.72,3.29,D,0
29.5916,79.26606,336.48,0.43,0.38,2016-04-25,0737,N,VIIRS,n,2,306.27,4.88,D,0
29.59511,79.26547,345.54,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,306.94,4.88,D,0
29.6881,79.598,342.92,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,310.58,8.24,D,0
29.68907,79.59419,339.96,0.42,0.38,2016-04-25,0737,N,VIIRS,l,2,314.26,13.44,D,0
29.73007,79.33418,339.18,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,312.58,5.48,D,0
29.73354,79.33344,342.59,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,313.68,5.62,D,0
29.73328,79.31109,340.61,0.43,0.38,2016-04-25,0737,N,VIIRS,l,2,312.07,3.79,D,0
29.71064,79.74872,317.29,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,286.44,2.26,N,0
29.72776,79.74693,323.93,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,290.89,3.02,N,0
29.72823,79.74256,303.12,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,289.49,3.02,N,0
29.72346,79.74758,338.55,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,289.67,3.02,N,0
29.71594,79.73855,303,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,286.65,1.08,N,0
29.71538,79.7439,309.34,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,287.45,1.48,N,0
29.71489,79.74853,315.46,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,288.3,1.48,N,0
29.69165,79.60294,300.12,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,286.5,0.79,N,0
29.59501,79.26785,297.06,0.44,0.46,2016-04-25,2002,N,VIIRS,n,2,286.86,0.74,N,0
29.59451,79.27266,297.96,0.44,0.46,2016-04-25,2002,N,VIIRS,n,2,287.36,0.26,N,0
29.59028,79.27144,307.98,0.44,0.46,2016-04-25,2002,N,VIIRS,n,2,289.73,1.12,N,0
29.58611,79.26965,314.03,0.44,0.46,2016-04-25,2002,N,VIIRS,n,2,290.36,1.12,N,0
29.57829,79.26082,301.49,0.44,0.46,2016-04-25,2002,N,VIIRS,n,2,290.7,0.94,N,0
29.56382,79.35823,306.3,0.44,0.46,2016-04-25,2002,N,VIIRS,n,2,289.91,1.12,N,0
29.55342,79.29076,303.62,0.44,0.46,2016-04-25,2002,N,VIIRS,n,2,292.09,0.96,N,0
29.34079,79.53212,338.77,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,296.25,6.04,N,0
29.34132,79.52707,310.42,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,290.28,4.93,N,0
29.33661,79.5311,338.22,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,292.64,6.04,N,0
29.34545,79.44791,307.57,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,289.73,1.24,N,0
29.34497,79.4524,300.09,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,288.45,0.87,N,0
29.34451,79.45678,311.08,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,288.02,0.87,N,0
29.33721,79.5255,303.85,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,292.68,4.93,N,0
29.33256,79.52893,308.05,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,292.93,1.2,N,0
29.33203,79.534,315.52,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,292.74,1.2,N,0
29.3309,79.54468,301.87,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,291.51,1.31,N,0
29.31048,79.73531,302.51,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,289.01,0.61,N,0
29.32796,79.532,312.99,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,293.02,1.2,N,0
29.33877,79.38839,320.18,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,296.31,3,N,0
29.33236,79.40833,320.56,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,296.06,2.6,N,0
29.33279,79.40424,306.54,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,296.01,1.61,N,0
29.35076,79.71503,300.28,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,287.04,0.77,N,0
29.36829,79.51516,309.23,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,290.19,2.59,N,0
29.34556,79.72392,304.77,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,288.49,1.36,N,0
29.34509,79.72813,316.04,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,289.77,1.36,N,0
29.34465,79.73215,300.01,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,287.82,1.17,N,0
29.34011,79.735,323.93,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,289.56,1.17,N,0
29.34052,79.73133,297.93,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,287.32,1.17,N,0
29.336,79.73396,302.38,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,289.27,0.87,N,0
29.34405,79.62079,301.79,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,289.31,0.75,N,0
29.33191,79.73272,308.23,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,289.7,0.87,N,0
29.35019,79.52415,310.05,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,291.69,1.8,N,0
29.34394,79.54266,327.86,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,291.3,2.61,N,0
29.30066,79.54736,310.97,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,293.54,1.54,N,0
29.30043,79.54846,313.27,0.42,0.46,2016-04-25,2002,N,VIIRS,n,2,293.69,1.06,N,0
29.28567,79.56601,319.53,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,295.13,2.74,N,0
29.27178,79.69099,300.49,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,290.13,0.81,N,0
29.28531,79.53059,307.79,0.43,0.46,2016-04-25,2002,N,VIIRS,n,2,294.72,1.3,N,0
29.27353,79.59863,305.99,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,292.05,0.64,N,0
29.27358,79.5595,311.98,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,295.53,1.35,N,0
29.25404,79.7363,296.51,0.41,0.45,2016-04-25,2002,N,VIIRS,n,2,285.44,0.38,N,0
29.26949,79.55785,310.78,0.42,0.45,2016-04-25,2002,N,VIIRS,n,2,296.29,1.35,N,0
