latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
29.73512,79.39757,328.39,0.55,0.43,2016-03-01,0809,N,VIIRS,l,2,299.96,1.68,D,0
29.7345,79.39199,330.17,0.55,0.43,2016-03-01,0809,N,VIIRS,l,2,303.76,1.14,D,0
29.55746,79.50915,333.67,0.55,0.43,2016-03-01,0809,N,VIIRS,l,2,304.57,4.71,D,0
29.57624,79.71584,349.27,0.57,0.43,2016-03-01,0809,N,VIIRS,n,2,301.74,15.06,D,0
29.6714,79.64323,331.83,0.56,0.43,2016-03-01,0809,N,VIIRS,n,2,306.27,5.14,D,0
29.73139,79.39351,334.08,0.55,0.42,2016-03-01,0809,N,VIIRS,n,2,303.26,3.25,D,0
29.73536,79.39342,329.55,0.55,0.42,2016-03-01,0809,N,VIIRS,l,2,304.17,3.25,D,0
29.2725,79.31023,332.38,0.38,0.36,2016-03-02,0750,N,VIIRS,l,2,302.39,4.19,D,0
29.5393,79.51041,343.46,0.39,0.36,2016-03-02,0750,N,VIIRS,n,2,307.42,15.2,D,0
29.54261,79.50979,354.6,0.39,0.36,2016-03-02,0750,N,VIIRS,n,2,313.6,15.2,D,0
29.56552,79.50568,334.25,0.39,0.36,2016-03-02,0750,N,VIIRS,l,2,305.86,4.44,D,0
29.5694,79.50896,347.49,0.39,0.36,2016-03-02,0750,N,VIIRS,n,2,310.58,13.52,D,0
29.68913,79.4045,333.54,0.38,0.36,2016-03-02,0750,N,VIIRS,n,2,302.29,2.64,D,0
29.69243,79.40388,335.9,0.38,0.36,2016-03-02,0750,N,VIIRS,n,2,300.23,3.53,D,0
29.73634,79.63944,295.87,0.45,0.39,2016-03-02,2014,N,VIIRS,n,2,282.77,1.07,N,0
29.70473,79.42387,296.58,0.46,0.39,2016-03-02,2014,N,VIIRS,n,2,282.39,0.74,N,0
29.55626,79.59232,296.89,0.45,0.39,2016-03-02,2014,N,VIIRS,n,2,281.53,0.47,N,0
29.5274,79.45055,300.06,0.45,0.39,2016-03-02,2014,N,VIIRS,n,2,284.97,1.36,N,0
29.26995,79.37093,298.75,0.45,0.39,2016-03-02,2015,N,VIIRS,n,2,288.42,0.46,N,0
29.48557,79.73315,346.1,0.48,0.4,2016-03-03,0731,N,VIIRS,n,2,301.42,9.42,D,0
29.52256,79.44707,341.72,0.5,0.41,2016-03-03,0731,N,VIIRS,n,2,301.46,5.98,D,0
29.61147,79.6987,336.74,0.48,0.4,2016-03-03,0731,N,VIIRS,n,2,300.28,3.32,D,0
29.56151,79.36552,332.39,0.5,0.41,2016-03-03,0731,N,VIIRS,l,2,306.11,6.53,D,0
29.56635,79.37072,346.89,0.5,0.41,2016-03-03,0731,N,VIIRS,n,2,312.28,11.01,D,0
29.56533,79.36522,330.34,0.5,0.41,2016-03-03,0731,N,VIIRS,l,2,302.86,11.01,D,0
29.70183,79.4311,337.04,0.5,0.41,2016-03-03,0731,N,VIIRS,n,2,302.24,3.92,D,0
29.70553,79.43025,338.15,0.5,0.41,2016-03-03,0731,N,VIIRS,n,2,303.74,3.92,D,0
29.70001,79.39065,296.4,0.55,0.51,2016-03-03,1956,N,VIIRS,n,2,285.67,1.62,N,0
29.52235,79.60267,334.86,0.59,0.53,2016-03-04,0712,N,VIIRS,n,2,299.37,7.21,D,0
29.52833,79.60664,342.11,0.59,0.53,2016-03-04,0712,N,VIIRS,n,2,302.47,14.4,D,0
29.5271,79.60125,343.41,0.59,0.53,2016-03-04,0712,N,VIIRS,n,2,306.15,7.21,D,0
29.53183,79.59975,347.72,0.59,0.53,2016-03-04,0712,N,VIIRS,n,2,305.32,9.18,D,0
29.5957,79.31633,345.8,0.61,0.54,2016-03-04,0712,N,VIIRS,n,2,303.05,10.83,D,0
29.59703,79.31615,345.33,0.61,0.54,2016-03-04,0712,N,VIIRS,n,2,301.26,8.74,D,0
29.54641,79.70556,340.44,0.58,0.52,2016-03-04,0712,N,VIIRS,n,2,294.65,7.37,D,0
29.52869,79.6024,367,0.59,0.53,2016-03-04,0712,N,VIIRS,h,2,310.7,16.94,D,0
29.54143,79.70575,346.09,0.58,0.52,2016-03-04,0712,N,VIIRS,n,2,300.57,11.87,D,0
29.52995,79.60814,339.56,0.59,0.53,2016-03-04,0712,N,VIIRS,n,2,300.48,16.94,D,0
29.5453,79.70308,355.64,0.58,0.52,2016-03-04,0712,N,VIIRS,n,2,296.16,14.23,D,0
29.51935,79.606,338.91,0.59,0.53,2016-03-04,0712,N,VIIRS,n,2,299.3,5.57,D,0
29.61187,79.37948,298.38,0.46,0.64,2016-03-04,2117,N,VIIRS,n,2,278.28,0.88,N,0
29.53324,79.34727,296.91,0.46,0.64,2016-03-04,2117,N,VIIRS,n,2,284.25,0.63,N,0
29.53458,79.34206,300.14,0.46,0.64,2016-03-04,2117,N,VIIRS,n,2,284.4,0.63,N,0
29.36783,79.72997,333.91,0.55,0.68,2016-03-05,0654,N,VIIRS,n,2,287.42,6.89,D,0
29.74918,79.3783,330.5,0.56,0.69,2016-03-05,0654,N,VIIRS,n,2,300.47,5.24,D,0
29.5374,79.42578,325.28,0.57,0.69,2016-03-05,0654,N,VIIRS,n,2,284.03,5.13,D,0
29.5128,79.45972,355.12,0.57,0.69,2016-03-05,0654,N,VIIRS,n,2,302.91,43.88,D,0
29.51444,79.46577,367,0.56,0.69,2016-03-05,0654,N,VIIRS,h,2,295.46,41.25,D,0
29.536,79.43038,335.27,0.57,0.69,2016-03-05,0654,N,VIIRS,n,2,282.58,5.79,D,0
29.51608,79.45713,340.54,0.57,0.69,2016-03-05,0654,N,VIIRS,n,2,293.17,22.04,D,0
29.51792,79.46409,367,0.57,0.69,2016-03-05,0654,N,VIIRS,h,2,298.22,28.61,D,0
29.51074,79.46242,367,0.57,0.69,2016-03-05,0654,N,VIIRS,h,2,294.11,28.61,D,0
29.36473,79.7286,327.86,0.55,0.68,2016-03-05,0654,N,VIIRS,n,2,287.1,6.76,D,0
29.72004,79.33706,341.9,0.44,0.46,2016-03-06,0815,N,VIIRS,n,2,300.78,5.03,D,0
29.29624,79.71489,333.26,0.46,0.47,2016-03-06,0815,N,VIIRS,n,2,301.74,3.62,D,0
29.41227,79.5834,353.23,0.45,0.47,2016-03-06,0815,N,VIIRS,n,2,299.43,11.51,D,0
29.28567,79.60749,332.21,0.41,0.37,2016-03-07,0756,N,VIIRS,l,2,305.92,3.47,D,0
29.58509,79.62871,338.31,0.42,0.38,2016-03-08,0737,N,VIIRS,n,2,297.63,2.69,D,0
29.58596,79.45786,328.25,0.43,0.38,2016-03-08,0737,N,VIIRS,l,2,301.14,3.1,D,0
29.29358,79.74561,333.87,0.48,0.48,2016-03-09,0718,N,VIIRS,n,2,298.76,4.85,D,0
29.45737,79.43961,301.82,0.42,0.61,2016-03-09,1943,N,VIIRS,n,2,282.49,1.36,N,0
29.43454,79.43822,295.26,0.42,0.61,2016-03-09,1943,N,VIIRS,n,2,281.97,0.68,N,0
29.45949,79.43024,327.87,0.42,0.61,2016-03-09,1943,N,VIIRS,n,2,284.47,2.97,N,0
29.4597,79.42728,318.14,0.42,0.61,2016-03-09,1943,N,VIIRS,n,2,283.36,2.97,N,0
29.45906,79.43651,299.91,0.42,0.61,2016-03-09,1943,N,VIIRS,n,2,282.67,1.99,N,0
29.45812,79.42954,331.24,0.42,0.61,2016-03-09,1943,N,VIIRS,n,2,284.52,2.39,N,0
29.45834,79.4266,312.74,0.42,0.61,2016-03-09,1943,N,VIIRS,n,2,282.54,3.05,N,0
29.45788,79.43272,305.2,0.42,0.61,2016-03-09,1943,N,VIIRS,n,2,282.66,2.39,N,0
29.29352,79.72297,340.22,0.57,0.52,2016-03-11,0821,N,VIIRS,n,2,287.13,7.28,D,0
29.26167,79.69227,340.27,0.57,0.52,2016-03-11,0821,N,VIIRS,n,2,287.13,5.77,D,0
29.49654,79.43367,339.53,0.7,0.75,2016-03-16,0647,N,VIIRS,n,2,298.46,8.37,D,0
29.54837,79.58135,333.21,0.44,0.62,2016-03-21,0834,N,VIIRS,n,2,304.37,2.15,D,0
29.74168,79.56378,296.45,0.5,0.49,2016-03-21,2058,N,VIIRS,n,2,282.19,0.7,N,0
29.7435,79.56342,338.68,0.45,0.47,2016-03-22,0815,N,VIIRS,n,2,299.36,6.43,D,0
29.29524,79.71707,333.07,0.41,0.37,2016-03-23,0756,N,VIIRS,n,2,303.05,1.91,D,0
29.73913,79.37498,339.28,0.41,0.37,2016-03-23,0756,N,VIIRS,n,2,310.45,3.15,D,0
29.35866,79.47415,334.17,0.43,0.38,2016-03-24,0737,N,VIIRS,n,2,302.19,4.9,D,0
29.40594,79.41441,336.21,0.43,0.38,2016-03-24,0737,N,VIIRS,n,2,302.69,6.44,D,0
29.48841,79.33514,316.63,0.44,0.46,2016-03-24,2002,N,VIIRS,n,2,289.14,2.17,N,0
29.40612,79.41459,303.97,0.44,0.46,2016-03-24,2002,N,VIIRS,n,2,287.59,0.71,N,0
29.49778,79.32912,304.78,0.45,0.47,2016-03-24,2002,N,VIIRS,n,2,286.41,1.67,N,0
29.49825,79.32477,322.12,0.45,0.47,2016-03-24,2002,N,VIIRS,n,2,286.41,1.9,N,0
29.48984,79.33939,299.61,0.44,0.46,2016-03-24,2002,N,VIIRS,n,2,287.37,0.84,N,0
29.49038,79.33401,307.57,0.45,0.47,2016-03-24,2002,N,VIIRS,n,2,288.02,0.84,N,0
29.49504,79.33112,299.05,0.45,0.47,2016-03-24,2002,N,VIIRS,n,2,286.78,1.52,N,0
29.49974,79.32783,324.39,0.45,0.47,2016-03-24,2002,N,VIIRS,n,2,286.65,1.64,N,0
29.52597,79.60275,328.4,0.48,0.48,2016-03-25,0718,N,VIIRS,n,2,301.17,2.9,D,0
29.62298,79.52306,330.07,0.48,0.48,2016-03-25,0718,N,VIIRS,n,2,295.29,5.16,D,0
29.69798,79.31371,333.86,0.46,0.39,2016-03-28,0802,N,VIIRS,n,2,303.19,3.02,D,0
29.74085,79.45091,342.97,0.46,0.39,2016-03-28,0802,N,VIIRS,n,2,307.77,3.69,D,0
29.26443,79.64139,348.94,0.47,0.39,2016-03-28,0802,N,VIIRS,n,2,310.87,9.22,D,0
29.30784,79.66378,347.13,0.47,0.4,2016-03-28,0802,N,VIIRS,n,2,307.23,6.67,D,0
29.33852,79.25047,332.65,0.45,0.39,2016-03-28,0802,N,VIIRS,n,2,302.45,3.3,D,0
29.58237,79.3351,343.23,0.46,0.39,2016-03-28,0802,N,VIIRS,n,2,305.64,3.88,D,0
29.71443,79.56609,330.32,0.47,0.4,2016-03-28,0802,N,VIIRS,n,2,302.88,2.8,D,0
29.26577,79.47141,297.08,0.38,0.36,2016-03-28,2027,N,VIIRS,n,2,275.44,0.53,N,0
29.26122,79.27326,330.74,0.4,0.37,2016-03-29,0743,N,VIIRS,l,2,305.66,2.25,D,0
29.26908,79.36384,335.32,0.4,0.37,2016-03-29,0743,N,VIIRS,l,2,306.4,4,D,0
29.33753,79.72462,335.5,0.39,0.36,2016-03-29,0743,N,VIIRS,n,2,300.03,2.8,D,0
29.26842,79.35979,338.73,0.4,0.37,2016-03-29,0743,N,VIIRS,n,2,307.42,4.36,D,0
29.33777,79.32914,347.01,0.4,0.37,2016-03-29,0743,N,VIIRS,n,2,304.15,10.72,D,0
29.55542,79.47199,334.76,0.39,0.36,2016-03-29,0743,N,VIIRS,n,2,305.8,4.24,D,0
29.67222,79.56501,333.86,0.39,0.36,2016-03-29,0743,N,VIIRS,n,2,304.34,1.47,D,0
29.72875,79.56236,331.77,0.39,0.36,2016-03-29,0743,N,VIIRS,n,2,299.01,1.89,D,0
29.33259,79.3297,332.16,0.4,0.37,2016-03-29,0743,N,VIIRS,l,2,305.18,5.14,D,0
29.33593,79.329,355.19,0.4,0.37,2016-03-29,0743,N,VIIRS,n,2,307.46,5.14,D,0
29.33527,79.32496,332.38,0.4,0.37,2016-03-29,0743,N,VIIRS,l,2,302.46,5.14,D,0
29.48932,79.2798,296.66,0.37,0.58,2016-03-31,2111,N,VIIRS,n,2,285.03,0.58,N,0
29.56225,79.40508,334.62,0.34,0.56,2016-04-01,0827,N,VIIRS,n,2,303.79,3.06,D,0
29.71575,79.34533,331.11,0.34,0.56,2016-04-01,0827,N,VIIRS,n,2,300.84,1.54,D,0
29.67319,79.53838,345.84,0.35,0.57,2016-04-01,0827,N,VIIRS,n,2,300.91,3.42,D,0
29.31969,79.27245,332.44,0.33,0.56,2016-04-01,0827,N,VIIRS,n,2,297.92,1.62,D,0
29.31494,79.66933,342.33,0.35,0.57,2016-04-01,0827,N,VIIRS,n,2,299.05,3.98,D,0
29.31878,79.6677,342.64,0.35,0.57,2016-04-01,0827,N,VIIRS,n,2,299.22,5.18,D,0
29.71594,79.34386,330.9,0.34,0.56,2016-04-01,0828,N,VIIRS,n,2,300.54,1.15,D,0
29.53285,79.28369,308.67,0.39,0.36,2016-04-02,2033,N,VIIRS,n,2,287.29,0.89,N,0
29.53615,79.28459,304.27,0.39,0.36,2016-04-02,2033,N,VIIRS,n,2,288.29,0.93,N,0
29.52955,79.28281,308.76,0.39,0.36,2016-04-02,2033,N,VIIRS,n,2,285.79,0.89,N,0
29.53221,79.28757,307.09,0.39,0.36,2016-04-02,2033,N,VIIRS,n,2,288.18,1.03,N,0
29.53362,79.2776,307.43,0.46,0.39,2016-04-03,2014,N,VIIRS,n,2,291.24,0.99,N,0
29.34748,79.52623,295.35,0.51,0.66,2016-04-05,1937,N,VIIRS,n,2,279.41,1.33,N,0
29.53081,79.26675,309.21,0.49,0.48,2016-04-06,2058,N,VIIRS,n,2,285.38,1.2,N,0
29.5345,79.27094,333.35,0.44,0.46,2016-04-07,0815,N,VIIRS,n,2,302.17,3.81,D,0
29.53018,79.27087,350.85,0.44,0.46,2016-04-07,0815,N,VIIRS,n,2,305.55,7.67,D,0
29.32514,79.2663,341.95,0.43,0.46,2016-04-07,0815,N,VIIRS,n,2,303.93,4.31,D,0
29.53845,79.26743,339.29,0.44,0.46,2016-04-07,0815,N,VIIRS,n,2,303.44,3.72,D,0
29.53884,79.27128,336.3,0.44,0.46,2016-04-07,0815,N,VIIRS,n,2,301.53,3.81,D,0
29.70638,79.66277,335.31,0.46,0.47,2016-04-07,0815,N,VIIRS,n,2,304.11,3.19,D,0
29.5599,79.26611,342.3,0.44,0.46,2016-04-07,0815,N,VIIRS,n,2,307.58,5.3,D,0
29.56037,79.27058,336.59,0.44,0.46,2016-04-07,0815,N,VIIRS,n,2,305.89,7.75,D,0
29.30215,79.63317,346.28,0.41,0.37,2016-04-08,0756,N,VIIRS,n,2,311.56,7.21,D,0
29.26105,79.35423,301.11,0.4,0.37,2016-04-08,2021,N,VIIRS,n,2,288.68,0.4,N,0
29.26966,79.68116,300.93,0.4,0.37,2016-04-08,2021,N,VIIRS,n,2,289.97,0.61,N,0
29.27029,79.67683,306.31,0.4,0.37,2016-04-08,2021,N,VIIRS,n,2,289.8,0.61,N,0
29.7386,79.45692,341.39,0.43,0.38,2016-04-09,0737,N,VIIRS,n,2,304.11,5.21,D,0
29.7173,79.6744,336.93,0.42,0.38,2016-04-09,0737,N,VIIRS,n,2,302.15,1.89,D,0
29.65534,79.25014,335.69,0.44,0.38,2016-04-09,0737,N,VIIRS,l,2,308.84,3.09,D,0
29.51248,79.38861,345.39,0.43,0.38,2016-04-09,0737,N,VIIRS,n,2,303.15,7.11,D,0
29.432,79.25938,347.24,0.44,0.38,2016-04-09,0737,N,VIIRS,n,2,312.24,9.34,D,0
29.42771,79.25559,342.07,0.44,0.38,2016-04-09,0737,N,VIIRS,l,2,313.91,7.3,D,0
29.34111,79.55238,339.56,0.43,0.38,2016-04-09,0737,N,VIIRS,n,2,304.11,2.48,D,0
29.27207,79.60209,303.74,0.42,0.45,2016-04-09,2002,N,VIIRS,n,2,281.15,1.34,N,0
29.27804,79.525,304.94,0.41,0.61,2016-04-10,1943,N,VIIRS,n,2,291.4,1.03,N,0
29.26652,79.60703,304.88,0.41,0.6,2016-04-10,1943,N,VIIRS,n,2,283.67,2.07,N,0
29.26621,79.61122,306.4,0.41,0.6,2016-04-10,1943,N,VIIRS,n,2,281.95,2.41,N,0
29.36614,79.41407,299.2,0.42,0.61,2016-04-10,1943,N,VIIRS,n,2,287.32,2.23,N,0
29.37998,79.56339,297.96,0.41,0.61,2016-04-10,1943,N,VIIRS,n,2,282.11,0.61,N,0
29.25005,79.69278,302.9,0.61,0.71,2016-04-10,2123,N,VIIRS,n,2,287.85,0.94,N,0
29.44413,79.2915,336.54,0.47,0.64,2016-04-11,0700,N,VIIRS,n,2,302.94,5.42,D,0
29.68561,79.26756,347.68,0.47,0.64,2016-04-11,0700,N,VIIRS,n,2,305.44,4.74,D,0
29.68384,79.26925,337.86,0.47,0.64,2016-04-11,0700,N,VIIRS,n,2,304.23,3.55,D,0
29.26267,79.60658,332.49,0.46,0.63,2016-04-11,0700,N,VIIRS,l,2,302.55,4.2,D,0
29.3089,79.6441,336.09,0.45,0.63,2016-04-11,0700,N,VIIRS,n,2,302.41,7.48,D,0
29.31097,79.62784,337.64,0.45,0.63,2016-04-11,0700,N,VIIRS,n,2,300.58,3.45,D,0
29.31811,79.63187,334.03,0.45,0.63,2016-04-11,0700,N,VIIRS,n,2,298.17,7.26,D,0
29.31713,79.62799,351.43,0.45,0.63,2016-04-11,0700,N,VIIRS,n,2,299.1,6.71,D,0
29.30829,79.64461,340.52,0.45,0.63,2016-04-11,0700,N,VIIRS,n,2,303.13,8.94,D,0
29.31652,79.62873,367,0.45,0.63,2016-04-11,0700,N,VIIRS,h,2,301.91,11.42,D,0
29.42698,79.31181,337.09,0.47,0.64,2016-04-11,0700,N,VIIRS,n,2,303.44,4.99,D,0
29.43343,79.3127,345.11,0.47,0.64,2016-04-11,0700,N,VIIRS,n,2,305.1,13.37,D,0
29.43204,79.30717,350.22,0.47,0.64,2016-04-11,0700,N,VIIRS,n,2,305.65,9.45,D,0
29.74931,79.30234,367,0.53,0.67,2016-04-11,0840,N,VIIRS,h,2,303.94,14.26,D,0
29.68596,79.29465,332.08,0.53,0.67,2016-04-11,0840,N,VIIRS,l,2,304.86,3.15,D,0
29.74908,79.29847,335.39,0.53,0.67,2016-04-11,0840,N,VIIRS,n,2,302.13,6.37,D,0
29.74619,79.30063,347.08,0.53,0.67,2016-04-11,0840,N,VIIRS,n,2,304.29,10.05,D,0
29.7464,79.30451,350.22,0.53,0.67,2016-04-11,0840,N,VIIRS,n,2,303.65,10.93,D,0
29.29204,79.7099,330.15,0.55,0.68,2016-04-11,0840,N,VIIRS,n,2,302.99,2.64,D,0
29.31136,79.71143,367,0.55,0.68,2016-04-11,0840,N,VIIRS,h,2,303.33,17.18,D,0
29.3111,79.70683,367,0.55,0.68,2016-04-11,0840,N,VIIRS,h,2,304.17,17.18,D,0
29.31087,79.70251,341.05,0.55,0.68,2016-04-11,0840,N,VIIRS,n,2,302.08,8.23,D,0
29.34666,79.65617,331.89,0.55,0.68,2016-04-11,0840,N,VIIRS,n,2,297.99,4.26,D,0
29.34787,79.65024,331.86,0.55,0.68,2016-04-11,0840,N,VIIRS,n,2,297.85,5.35,D,0
29.47088,79.29002,351.22,0.52,0.67,2016-04-11,0840,N,VIIRS,n,2,302.97,10.51,D,0
29.48277,79.27841,343.95,0.52,0.67,2016-04-11,0840,N,VIIRS,n,2,305.9,5.88,D,0
29.51959,79.48209,337.89,0.54,0.68,2016-04-11,0840,N,VIIRS,n,2,302.29,4.47,D,0
29.48255,79.27447,333.02,0.52,0.67,2016-04-11,0840,N,VIIRS,n,2,301.92,5.88,D,0
29.25916,79.46352,304.97,0.79,0.78,2016-04-11,1924,N,VIIRS,n,2,291.33,2.29,N,0
29.25122,79.69152,299.53,0.77,0.78,2016-04-11,1924,N,VIIRS,n,2,285.98,1.18,N,0
29.25042,79.70099,306.97,0.32,0.55,2016-04-11,2104,N,VIIRS,n,2,286.97,0.76,N,0
29.40365,79.60221,307.33,0.64,0.54,2016-04-11,2104,N,VIIRS,n,2,286.31,2.17,N,0
29.3789,79.55062,296.29,0.63,0.54,2016-04-11,2104,N,VIIRS,n,2,286.17,0.6,N,0
29.25777,79.73787,297.46,0.33,0.55,2016-04-11,2104,N,VIIRS,n,2,286.83,0.33,N,0
29.25619,79.69891,303.18,0.32,0.55,2016-04-11,2104,N,VIIRS,n,2,287.6,0.76,N,0
29.25104,79.69828,307.04,0.32,0.55,2016-04-11,2104,N,VIIRS,n,2,287.7,0.76,N,0
29.25019,79.4733,302.58,0.63,0.54,2016-04-11,2104,N,VIIRS,n,2,292.46,2.66,N,0
29.2507,79.47353,304.42,0.63,0.54,2016-04-11,2104,N,VIIRS,n,2,292.58,2.28,N,0
29.51582,79.7482,302.33,0.32,0.55,2016-04-11,2104,N,VIIRS,n,2,285.37,0.57,N,0
29.32897,79.71934,335.51,0.57,0.52,2016-04-12,0821,N,VIIRS,n,2,300.87,5.14,D,0
29.69567,79.71583,340.82,0.58,0.52,2016-04-12,0821,N,VIIRS,n,2,306.73,9.67,D,0
29.25096,79.70418,330.02,0.57,0.52,2016-04-12,0821,N,VIIRS,l,2,304.01,6.18,D,0
29.26407,79.7405,336.04,0.57,0.52,2016-04-12,0821,N,VIIRS,n,2,302.32,3.07,D,0
29.44434,79.34947,346.59,0.55,0.51,2016-04-12,0821,N,VIIRS,n,2,307.25,13.62,D,0
29.44549,79.35205,341.2,0.55,0.51,2016-04-12,0821,N,VIIRS,n,2,304.6,8.11,D,0
29.53521,79.49647,333.8,0.56,0.51,2016-04-12,0821,N,VIIRS,n,2,305.16,3.26,D,0
29.56428,79.27898,340.48,0.54,0.51,2016-04-12,0821,N,VIIRS,n,2,305.35,5.07,D,0
29.4099,79.60004,336.94,0.57,0.52,2016-04-12,0821,N,VIIRS,n,2,299.16,5.72,D,0
29.41742,79.57623,346.82,0.56,0.52,2016-04-12,0821,N,VIIRS,n,2,298.72,16.73,D,0
29.2601,79.50731,304.55,0.52,0.41,2016-04-12,2046,N,VIIRS,n,2,292.89,0.92,N,0
29.41499,79.57874,318.17,0.52,0.41,2016-04-12,2046,N,VIIRS,n,2,288.32,3.18,N,0
29.41118,79.57806,299.12,0.52,0.41,2016-04-12,2046,N,VIIRS,n,2,286.57,1.1,N,0
29.39082,79.47911,323.67,0.51,0.41,2016-04-12,2046,N,VIIRS,n,2,289.71,3.47,N,0
29.33393,79.7122,304.61,0.53,0.42,2016-04-12,2046,N,VIIRS,n,2,288.91,1.58,N,0
29.2563,79.50656,307.02,0.52,0.41,2016-04-12,2046,N,VIIRS,n,2,292.92,0.92,N,0
29.25657,79.46449,309.71,0.51,0.41,2016-04-12,2046,N,VIIRS,n,2,295.27,1.89,N,0
29.26037,79.46519,316.45,0.51,0.41,2016-04-12,2046,N,VIIRS,n,2,295.45,1.89,N,0
29.4134,79.5805,302.04,0.52,0.41,2016-04-12,2046,N,VIIRS,n,2,286.43,0.88,N,0
29.41436,79.57558,314.25,0.52,0.41,2016-04-12,2046,N,VIIRS,n,2,287.99,2.91,N,0
29.3301,79.71149,308.88,0.53,0.42,2016-04-12,2046,N,VIIRS,n,2,289.36,1.55,N,0
29.41718,79.58128,300.03,0.52,0.41,2016-04-12,2046,N,VIIRS,n,2,286.66,0.88,N,0
29.53395,79.26009,301.55,0.5,0.41,2016-04-12,2046,N,VIIRS,n,2,289.91,0.67,N,0
29.74982,79.29452,302.83,0.5,0.41,2016-04-12,2046,N,VIIRS,n,2,288.76,0.69,N,0
29.41271,79.57616,330.47,0.47,0.39,2016-04-13,0802,N,VIIRS,l,2,302.21,4.43,D,0
29.41338,79.58223,330.63,0.47,0.4,2016-04-13,0802,N,VIIRS,n,2,303.13,3.17,D,0
29.41284,79.57781,340.94,0.47,0.4,2016-04-13,0802,N,VIIRS,n,2,302.55,3.19,D,0
29.41227,79.57322,330.01,0.47,0.39,2016-04-13,0802,N,VIIRS,n,2,301.6,3.19,D,0
29.41327,79.58063,341.94,0.47,0.39,2016-04-13,0802,N,VIIRS,n,2,304.2,5.07,D,0
29.51791,79.55887,343.05,0.47,0.39,2016-04-13,0802,N,VIIRS,n,2,309.35,6.64,D,0
29.51838,79.56103,344.74,0.47,0.4,2016-04-13,0802,N,VIIRS,n,2,308.93,6.48,D,0
29.3334,79.71459,333.68,0.47,0.4,2016-04-13,0802,N,VIIRS,l,2,304.82,4.04,D,0
29.46799,79.25461,338.98,0.45,0.39,2016-04-13,0802,N,VIIRS,l,2,309.11,5.62,D,0
29.56459,79.39747,343.11,0.46,0.39,2016-04-13,0802,N,VIIRS,l,2,314.53,8.18,D,0
29.74716,79.28564,333.98,0.46,0.39,2016-04-13,0802,N,VIIRS,l,2,308.23,5.79,D,0
29.74772,79.29014,355.65,0.46,0.39,2016-04-13,0802,N,VIIRS,n,2,313.98,5.79,D,0
29.69572,79.28534,335.21,0.46,0.39,2016-04-13,0802,N,VIIRS,n,2,307.04,2.61,D,0
29.69696,79.53835,336.54,0.47,0.4,2016-04-13,0802,N,VIIRS,l,2,309.24,2.84,D,0
29.69755,79.5431,340.07,0.47,0.4,2016-04-13,0802,N,VIIRS,n,2,307.59,2.09,D,0
29.68584,79.68898,339.84,0.48,0.4,2016-04-13,0802,N,VIIRS,n,2,310.4,1.93,D,0
29.68642,79.69367,337.07,0.48,0.4,2016-04-13,0802,N,VIIRS,n,2,310.53,2.16,D,0
29.56703,79.44615,344.88,0.46,0.39,2016-04-13,0802,N,VIIRS,n,2,314.64,8.06,D,0
29.53247,79.4949,338.36,0.46,0.39,2016-04-13,0802,N,VIIRS,l,2,312.32,3.56,D,0
29.32608,79.43343,306.32,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,294.76,0.97,N,0
29.32194,79.72045,302.85,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,288.77,0.47,N,0
29.35385,79.53517,300.65,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,288.28,0.73,N,0
29.3537,79.57974,302.37,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,288.54,1.25,N,0
29.52965,79.27732,300.72,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,288.65,0.32,N,0
29.51784,79.55124,298.46,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,287.3,0.89,N,0
29.53129,79.63924,306.08,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,285.67,0.77,N,0
29.65723,79.41641,297.66,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,287.14,0.51,N,0
29.7481,79.26623,308.55,0.39,0.36,2016-04-13,2027,N,VIIRS,n,2,289.5,0.74,N,0
29.26533,79.47376,309.14,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,296.89,2.64,N,0
29.36028,79.58108,312.45,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,290.11,0.85,N,0
29.26655,79.46589,323.57,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,298.87,3.62,N,0
29.26374,79.5059,308.89,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,295.34,1.2,N,0
29.52757,79.26862,302.58,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,291.49,0.92,N,0
29.52696,79.27262,311.69,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,292.18,0.92,N,0
29.51436,79.26613,303.34,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,289.42,0.63,N,0
29.51106,79.26552,303.23,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,288.53,0.63,N,0
29.50184,79.26074,307.94,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,289.19,1.17,N,0
29.49793,79.26402,307.31,0.38,0.36,2016-04-13,2027,N,VIIRS,n,2,289.45,0.74,N,0
